language,filename,blank,comment,code,"github.com/AlDanial/cloc v 1.86  T=2.13 s (643.4 files/s, 32703.1 lines/s)"
JavaScript,./src/public/voodoo/.bang.html.snapshot/docs/infinite/cat.bang.js,262,179,1863
JavaScript,./src/zombie-lord/connection.js,134,178,1527
JavaScript,./src/public/voodoo/src/constructor.js,193,221,1495
CSS,./src/public/themes/macos.css,301,20,1441
CSS,./src/public/themes/water.css,311,5,1373
HTML,./src/public/save.html,6,0,1180
JavaScript,./src/public/voodoo/src/eventQueue.js,81,54,1130
JavaScript,./src/public/voodoo/.bang.html.snapshot/src/bang.js,165,76,1129
JavaScript,./src/public/voodoo/.bang.html.snapshot/docs/infinite/bang.js,158,77,1088
JavaScript,./src/public/voodoo/.bang.html.snapshot/src/vv/vanillaview.js,123,133,942
JavaScript,./src/public/voodoo/.bang.html.snapshot/docs/vv/vanillaview.js,124,125,931
JavaScript,./src/public/translateVoodooCRDP.js,12,41,859
JavaScript,./src/public/voodoo/.bang.html.snapshot/src/vv/old_vv.js,114,90,824
JavaScript,./src/plugins/appminifier/injections.js,58,28,716
CSS,./src/public/themes/almond.css,101,12,693
CSS,./src/public/themes/Chocolate.css,128,20,668
CSS,./src/public/themes/Midnight.css,128,20,668
JavaScript,./src/ws-server.js,64,216,647
CSS,./src/public/themes/blank.css,101,30,545
JavaScript,./src/zombie-lord/controller.js,43,28,541
CSS,./dist/themes/blank.css,100,30,535
Markdown,./src/public/voodoo/.bang.html.snapshot/README.md,221,0,520
JavaScript,./src/services/instance/parec-server/index.js,63,37,501
Markdown,./src/public/voodoo/README.md,215,0,477
JavaScript,./src/services/instance/pptr-console-server/index.js,28,37,477
JavaScript,./src/public/voodoo/src/components/bb-context-menu/script.js,21,9,432
JavaScript,./src/public/voodoo/.bang.html.snapshot/src/vv/t.js,71,9,423
JavaScript,./src/services/pool/socket-puppet-service/src/server.js,55,27,413
Markdown,./src/public/voodoo/.bang.html.snapshot/INTRO.md,195,0,411
Markdown,./src/public/voodoo/INTRO.md,194,0,411
JavaScript,./src/public/voodoo/src/subviews/other.js,30,5,394
JavaScript,./src/services/instance/pptr-console-server/runner.js,54,55,381
JavaScript,./src/public/voodoo/.bang.html.snapshot/docs/components/sg-infin/script.js,43,32,379
JavaScript,./src/services/instance/pptr-console-server/websocket_chat_app_homework/public/src/app.js,80,44,327
JavaScript,./src/services/pool/docspunk/index.js,38,9,316
JavaScript,./src/zombie-lord/screenShots.js,21,13,294
TypeScript,./src/zombie-lord/custom-launcher/src/chrome-launcher.ts,58,24,293
HTML,./src/services/pool/socket-puppet-service/public/index.html,1,0,291
JavaScript,./src/public/data/timezones.js,2,38,288
JavaScript,./src/zombie-lord/custom-launcher/dist/chrome-launcher.js,1,27,286
JavaScript,./dist/image.be8ed20a.js,0,1,285
JavaScript,./src/public/plugins/appminifier/translateAppminifierCRDP.js,14,18,281
JavaScript,./src/public/voodoo/src/transformEvent.js,17,12,279
JavaScript,./src/public/voodoo/src/components/bb-modals/script.js,35,5,270
HTML,./src/public/index.html,23,0,264
JavaScript,./src/services/instance/pptr-console-server/websocket_chat_app_homework/index.js,40,33,260
JavaScript,./src/public/voodoo/.bang.html.snapshot/docs/components/sg-table/script.js,27,12,258
JavaScript,./src/public/kbd.js,2,2,251
JavaScript,./src/zombie-lord/injections/pageContext/botDetectionEvasions.js,29,33,250
JavaScript,./src/public/voodoo/src/common.js,26,11,246
JavaScript,./src/services/instance/pptr-console-server/websocket_chat_app_homework/public/src/views.js,25,13,245
JavaScript,./src/public/plugins/appminifier/scripts/treeUpdate.js,23,10,227
JavaScript,./src/public/plugins/demo/treeUpdate.js,23,10,227
HTML,./src/public/voodoo/src/components/bb-modals/markup.html,0,0,217
JavaScript,./src/services/pool/crdp-secure-proxy-server/index.js,24,36,214
CSS,./src/public/voodoo/.bang.html.snapshot/docs/components/sg-infin/style.css,41,25,208
JavaScript,./src/public/voodoo/.bang.html.snapshot/src/experiments/proxy.js,37,19,198
CSS,./src/public/voodoo/.bang.html.snapshot/docs/components/sg-table/style.css,36,23,191
JavaScript,./src/zombie-lord/custom-launcher/dist/chrome-finder.js,0,28,184
TypeScript,./src/zombie-lord/custom-launcher/src/chrome-finder.ts,41,27,183
JavaScript,./src/public/landing.js,1,0,178
JavaScript,./src/public/voodoo/src/subviews/controls.js,16,40,173
Markdown,./README.md,101,0,170
JavaScript,./src/public/voodoo/src/view.js,27,25,168
JavaScript,./src/common.js,14,13,166
CSS,./src/services/instance/pptr-console-server/public/style.css,34,3,157
CSS,./src/services/instance/pptr-console-server/websocket_chat_app_homework/public/style.css,35,12,154
HTML,./src/public/voodoo/.bang.html.snapshot/docs/7guis/index.html,6,0,152
CSS,./src/services/pool/socket-puppet-service/public/sakura-vader.css,30,11,150
CSS,./src/public/themes/sakura-dark.css,30,11,146
CSS,./src/public/themes/sakura-vader.css,30,11,146
CSS,./src/services/pool/socket-puppet-service/public/normalize.css,74,129,146
CSS,./src/services/pool/socket-puppet-service/public/sakura-dark-solarized.css,30,11,146
CSS,./src/services/pool/socket-puppet-service/public/sakura.css,30,10,146
TypeScript,./src/zombie-lord/custom-launcher/test/chrome-launcher-test.ts,33,7,139
JavaScript,./src/public/voodoo/src/subviews/contextMenu.js,7,20,134
